label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,18,19,169,45,6.png,1251,750
w/l,62,134,77,21,6.png,1251,750
player,116,174,56,21,6.png,1251,750
class,66,168,41,41,6.png,1251,750
player,116,216,74,18,6.png,1251,750
class,66,210,41,41,6.png,1251,750
player,116,258,110,19,6.png,1251,750
class,66,252,41,41,6.png,1251,750
player,116,301,43,20,6.png,1251,750
class,66,295,41,41,6.png,1251,750
player,115,344,80,19,6.png,1251,750
class,65,338,41,41,6.png,1251,750
w/l,62,387,73,18,6.png,1251,750
player,115,428,100,20,6.png,1251,750
class,65,422,41,41,6.png,1251,750
player,116,470,52,17,6.png,1251,750
class,66,464,41,41,6.png,1251,750
player,116,512,52,18,6.png,1251,750
class,66,506,41,41,6.png,1251,750
player,116,554,115,19,6.png,1251,750
class,66,548,41,41,6.png,1251,750
player,116,597,73,17,6.png,1251,750
class,66,591,41,41,6.png,1251,750
player,116,639,163,20,6.png,1251,750
class,66,633,41,41,6.png,1251,750
