label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,18,18,164,49,186.png,1184,714
w/l,62,131,73,21,186.png,1184,714
player,113,170,119,18,186.png,1184,714
class,66,164,39,39,186.png,1184,714
player,113,211,110,19,186.png,1184,714
class,66,205,39,39,186.png,1184,714
player,113,250,86,20,186.png,1184,714
class,66,244,39,39,186.png,1184,714
player,113,289,64,17,186.png,1184,714
class,66,283,39,39,186.png,1184,714
player,113,329,120,20,186.png,1184,714
class,66,323,39,39,186.png,1184,714
w/l,62,370,69,18,186.png,1184,714
player,112,409,80,17,186.png,1184,714
class,65,403,39,39,186.png,1184,714
player,113,448,93,20,186.png,1184,714
class,66,442,39,39,186.png,1184,714
player,113,489,70,19,186.png,1184,714
class,66,483,39,39,186.png,1184,714
player,113,528,72,17,186.png,1184,714
class,66,522,39,39,186.png,1184,714
player,113,568,38,16,186.png,1184,714
class,66,562,39,39,186.png,1184,714
player,113,607,111,18,186.png,1184,714
class,66,601,39,39,186.png,1184,714
