label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,18,20,155,42,169.png,1150,532
w/l,58,126,77,23,169.png,1150,532
player,107,162,63,23,169.png,1150,532
class,61,156,38,38,169.png,1150,532
player,107,202,92,22,169.png,1150,532
class,61,196,38,38,169.png,1150,532
player,107,240,109,22,169.png,1150,532
class,61,234,38,38,169.png,1150,532
player,107,279,81,19,169.png,1150,532
class,61,273,38,38,169.png,1150,532
player,107,318,83,20,169.png,1150,532
class,61,312,38,38,169.png,1150,532
player,107,358,95,18,169.png,1150,532
class,61,352,38,38,169.png,1150,532
w/l,58,397,72,19,169.png,1150,532
player,107,434,83,19,169.png,1150,532
class,61,428,38,38,169.png,1150,532
