label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,21,21,169,45,155.png,1256,751
w/l,66,136,77,21,155.png,1256,751
player,120,176,65,19,155.png,1256,751
class,70,170,41,41,155.png,1256,751
player,120,219,101,20,155.png,1256,751
class,70,213,41,41,155.png,1256,751
player,120,261,70,20,155.png,1256,751
class,70,255,41,41,155.png,1256,751
player,120,302,98,21,155.png,1256,751
class,70,296,41,41,155.png,1256,751
player,121,345,79,21,155.png,1256,751
class,71,339,41,41,155.png,1256,751
player,121,388,113,17,155.png,1256,751
class,71,382,41,41,155.png,1256,751
w/l,66,431,73,18,155.png,1256,751
player,120,472,108,20,155.png,1256,751
class,70,466,41,41,155.png,1256,751
player,120,514,53,18,155.png,1256,751
class,70,508,41,41,155.png,1256,751
player,120,556,115,18,155.png,1256,751
class,70,550,41,41,155.png,1256,751
player,120,599,108,20,155.png,1256,751
class,70,593,41,41,155.png,1256,751
player,120,642,80,18,155.png,1256,751
class,70,636,41,41,155.png,1256,751
