label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,31,28,149,42,309.png,1165,707
w/l,64,135,78,24,309.png,1165,707
player,114,172,148,22,309.png,1165,707
class,68,166,38,38,309.png,1165,707
player,114,212,75,18,309.png,1165,707
class,68,206,38,38,309.png,1165,707
player,114,250,124,20,309.png,1165,707
class,68,244,38,38,309.png,1165,707
player,114,289,107,22,309.png,1165,707
class,68,283,38,38,309.png,1165,707
player,114,329,99,19,309.png,1165,707
class,68,323,38,38,309.png,1165,707
w/l,64,370,73,19,309.png,1165,707
player,113,407,52,20,309.png,1165,707
class,67,401,38,38,309.png,1165,707
player,114,446,73,20,309.png,1165,707
class,68,440,38,38,309.png,1165,707
player,114,485,97,23,309.png,1165,707
class,68,479,38,38,309.png,1165,707
player,114,524,77,19,309.png,1165,707
class,68,518,38,38,309.png,1165,707
player,114,564,57,19,309.png,1165,707
class,68,558,38,38,309.png,1165,707
player,114,603,108,18,309.png,1165,707
class,68,597,38,38,309.png,1165,707
