label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,13,14,120,32,287.png,888,411
w/l,45,94,55,17,287.png,888,411
player,82,121,47,18,287.png,888,411
class,47,117,29,29,287.png,888,411
player,82,153,109,15,287.png,888,411
class,47,149,29,29,287.png,888,411
player,82,183,103,15,287.png,888,411
class,47,179,29,29,287.png,888,411
player,82,213,52,16,287.png,888,411
class,47,209,29,29,287.png,888,411
player,82,243,39,15,287.png,888,411
class,47,239,29,29,287.png,888,411
player,83,273,76,14,287.png,888,411
class,48,269,29,29,287.png,888,411
w/l,45,304,53,15,287.png,888,411
player,82,332,55,17,287.png,888,411
class,47,328,29,29,287.png,888,411
