label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,24,23,172,51,218.png,1264,553
w/l,71,143,77,21,218.png,1264,553
player,125,183,71,19,218.png,1264,553
class,75,177,42,42,218.png,1264,553
player,125,225,78,18,218.png,1264,553
class,75,219,42,42,218.png,1264,553
player,125,268,104,19,218.png,1264,553
class,75,262,42,42,218.png,1264,553
player,125,311,54,20,218.png,1264,553
class,75,305,42,42,218.png,1264,553
w/l,71,354,73,18,218.png,1264,553
player,125,395,39,17,218.png,1264,553
class,75,389,42,42,218.png,1264,553
player,125,437,155,17,218.png,1264,553
class,75,431,42,42,218.png,1264,553
