label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,25,24,162,44,72.png,1216,724
w/l,67,135,81,24,72.png,1216,724
player,119,174,67,20,72.png,1216,724
class,71,168,40,40,72.png,1216,724
player,119,214,157,22,72.png,1216,724
class,71,208,40,40,72.png,1216,724
player,119,256,163,19,72.png,1216,724
class,71,250,40,40,72.png,1216,724
player,119,295,106,22,72.png,1216,724
class,71,289,40,40,72.png,1216,724
player,119,336,141,20,72.png,1216,724
class,71,330,40,40,72.png,1216,724
player,120,377,108,18,72.png,1216,724
class,72,371,40,40,72.png,1216,724
w/l,67,418,75,20,72.png,1216,724
player,119,457,92,20,72.png,1216,724
class,71,451,40,40,72.png,1216,724
player,119,497,138,22,72.png,1216,724
class,71,491,40,40,72.png,1216,724
player,119,538,111,22,72.png,1216,724
class,71,532,40,40,72.png,1216,724
player,120,578,49,20,72.png,1216,724
class,72,572,40,40,72.png,1216,724
player,119,619,122,22,72.png,1216,724
class,71,613,40,40,72.png,1216,724
