label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,18,19,167,50,224.png,1211,731
w/l,63,135,75,21,224.png,1211,731
player,115,175,72,20,224.png,1211,731
class,67,169,40,40,224.png,1211,731
player,115,217,79,19,224.png,1211,731
class,67,211,40,40,224.png,1211,731
player,115,257,79,20,224.png,1211,731
class,67,251,40,40,224.png,1211,731
player,115,298,119,17,224.png,1211,731
class,67,292,40,40,224.png,1211,731
player,115,338,69,19,224.png,1211,731
class,67,332,40,40,224.png,1211,731
w/l,63,381,71,18,224.png,1211,731
player,114,421,80,20,224.png,1211,731
class,66,415,40,40,224.png,1211,731
player,115,462,62,20,224.png,1211,731
class,67,456,40,40,224.png,1211,731
player,115,503,64,20,224.png,1211,731
class,67,497,40,40,224.png,1211,731
player,115,543,78,18,224.png,1211,731
class,67,537,40,40,224.png,1211,731
player,115,585,51,16,224.png,1211,731
class,67,579,40,40,224.png,1211,731
player,115,625,114,18,224.png,1211,731
class,67,619,40,40,224.png,1211,731
