label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,22,156,43,257.png,1180,706
w/l,57,129,73,21,257.png,1180,706
player,108,167,91,20,257.png,1180,706
class,61,161,39,39,257.png,1180,706
player,108,207,130,20,257.png,1180,706
class,61,201,39,39,257.png,1180,706
player,108,247,140,19,257.png,1180,706
class,61,241,39,39,257.png,1180,706
player,108,286,101,17,257.png,1180,706
class,61,280,39,39,257.png,1180,706
player,108,326,75,18,257.png,1180,706
class,61,320,39,39,257.png,1180,706
w/l,57,367,69,18,257.png,1180,706
player,108,406,50,17,257.png,1180,706
class,61,400,39,39,257.png,1180,706
player,108,445,50,20,257.png,1180,706
class,61,439,39,39,257.png,1180,706
player,108,485,61,20,257.png,1180,706
class,61,479,39,39,257.png,1180,706
player,108,525,125,17,257.png,1180,706
class,61,519,39,39,257.png,1180,706
player,108,566,48,16,257.png,1180,706
class,61,560,39,39,257.png,1180,706
player,108,605,122,18,257.png,1180,706
class,61,599,39,39,257.png,1180,706
