label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,15,22,168,43,94.png,1188,712
w/l,64,132,79,25,94.png,1188,712
player,116,171,80,19,94.png,1188,712
class,69,165,39,39,94.png,1188,712
player,116,210,78,20,94.png,1188,712
class,69,204,39,39,94.png,1188,712
player,116,250,52,18,94.png,1188,712
class,69,244,39,39,94.png,1188,712
player,116,290,115,17,94.png,1188,712
class,69,284,39,39,94.png,1188,712
player,116,329,46,18,94.png,1188,712
class,69,323,39,39,94.png,1188,712
w/l,64,370,74,19,94.png,1188,712
player,116,409,61,20,94.png,1188,712
class,69,403,39,39,94.png,1188,712
player,116,449,33,17,94.png,1188,712
class,69,443,39,39,94.png,1188,712
player,116,488,79,20,94.png,1188,712
class,69,482,39,39,94.png,1188,712
player,116,528,97,18,94.png,1188,712
class,69,522,39,39,94.png,1188,712
player,115,568,66,18,94.png,1188,712
class,68,562,39,39,94.png,1188,712
player,115,607,129,19,94.png,1188,712
class,68,601,39,39,94.png,1188,712
