label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,18,15,163,47,1.png,1180,704
w/l,60,126,73,21,1.png,1180,704
player,111,165,104,17,1.png,1180,704
class,64,159,39,39,1.png,1180,704
player,111,206,132,19,1.png,1180,704
class,64,200,39,39,1.png,1180,704
player,111,245,34,20,1.png,1180,704
class,64,239,39,39,1.png,1180,704
player,111,285,115,16,1.png,1180,704
class,64,279,39,39,1.png,1180,704
player,111,324,55,17,1.png,1180,704
class,64,318,39,39,1.png,1180,704
w/l,60,365,69,18,1.png,1180,704
player,111,404,92,20,1.png,1180,704
class,64,398,39,39,1.png,1180,704
player,111,444,80,16,1.png,1180,704
class,64,438,39,39,1.png,1180,704
player,111,483,73,20,1.png,1180,704
class,64,477,39,39,1.png,1180,704
player,111,523,57,19,1.png,1180,704
class,64,517,39,39,1.png,1180,704
player,111,562,143,17,1.png,1180,704
class,64,556,39,39,1.png,1180,704
player,111,603,81,16,1.png,1180,704
class,64,597,39,39,1.png,1180,704
