label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,12,17,158,49,190.png,1173,507
w/l,50,130,73,21,190.png,1173,507
player,101,167,143,21,190.png,1173,507
class,55,161,39,39,190.png,1173,507
player,100,208,70,20,190.png,1173,507
class,54,202,39,39,190.png,1173,507
player,101,248,77,20,190.png,1173,507
class,55,242,39,39,190.png,1173,507
player,101,288,101,18,190.png,1173,507
class,55,282,39,39,190.png,1173,507
player,101,327,48,20,190.png,1173,507
class,55,321,39,39,190.png,1173,507
w/l,50,368,69,18,190.png,1173,507
player,101,407,130,19,190.png,1173,507
class,55,401,39,39,190.png,1173,507
