label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,18,22,169,45,103.png,1254,752
w/l,63,137,77,21,103.png,1254,752
player,117,177,41,19,103.png,1254,752
class,67,171,41,41,103.png,1254,752
player,117,220,101,20,103.png,1254,752
class,67,214,41,41,103.png,1254,752
player,117,262,65,17,103.png,1254,752
class,67,256,41,41,103.png,1254,752
player,117,304,93,20,103.png,1254,752
class,67,298,41,41,103.png,1254,752
player,117,347,68,20,103.png,1254,752
class,67,341,41,41,103.png,1254,752
w/l,63,390,73,18,103.png,1254,752
player,116,431,94,20,103.png,1254,752
class,66,425,41,41,103.png,1254,752
player,117,473,60,17,103.png,1254,752
class,67,467,41,41,103.png,1254,752
player,118,514,64,19,103.png,1254,752
class,68,508,41,41,103.png,1254,752
player,117,557,47,17,103.png,1254,752
class,67,551,41,41,103.png,1254,752
player,117,600,73,20,103.png,1254,752
class,67,594,41,41,103.png,1254,752
player,117,642,101,17,103.png,1254,752
class,67,636,41,41,103.png,1254,752
