label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,15,17,111,30,113.png,823,498
w/l,43,92,56,16,113.png,823,498
player,77,116,70,18,113.png,823,498
class,45,112,27,27,113.png,823,498
player,77,145,65,17,113.png,823,498
class,45,141,27,27,113.png,823,498
player,78,173,51,15,113.png,823,498
class,46,169,27,27,113.png,823,498
player,77,200,103,17,113.png,823,498
class,45,196,27,27,113.png,823,498
player,77,227,58,16,113.png,823,498
class,45,223,27,27,113.png,823,498
w/l,43,257,52,15,113.png,823,498
player,77,283,87,17,113.png,823,498
class,45,279,27,27,113.png,823,498
player,77,311,79,16,113.png,823,498
class,45,307,27,27,113.png,823,498
player,77,338,31,15,113.png,823,498
class,45,334,27,27,113.png,823,498
player,77,366,53,15,113.png,823,498
class,45,362,27,27,113.png,823,498
player,77,393,89,15,113.png,823,498
class,45,389,27,27,113.png,823,498
player,78,421,79,14,113.png,823,498
class,46,417,27,27,113.png,823,498
