label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,18,15,164,49,136.png,1185,706
w/l,62,128,73,21,136.png,1185,706
player,113,167,143,20,136.png,1185,706
class,66,161,39,39,136.png,1185,706
player,113,207,58,17,136.png,1185,706
class,66,201,39,39,136.png,1185,706
player,113,247,145,20,136.png,1185,706
class,66,241,39,39,136.png,1185,706
player,113,286,43,20,136.png,1185,706
class,66,280,39,39,136.png,1185,706
player,113,326,77,20,136.png,1185,706
class,66,320,39,39,136.png,1185,706
player,113,367,104,19,136.png,1185,706
class,66,361,39,39,136.png,1185,706
w/l,62,407,69,18,136.png,1185,706
player,113,445,124,18,136.png,1185,706
class,66,439,39,39,136.png,1185,706
player,113,486,53,19,136.png,1185,706
class,66,480,39,39,136.png,1185,706
player,113,525,74,20,136.png,1185,706
class,66,519,39,39,136.png,1185,706
player,113,564,65,18,136.png,1185,706
class,66,558,39,39,136.png,1185,706
player,113,604,97,18,136.png,1185,706
class,66,598,39,39,136.png,1185,706
