label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,24,16,162,45,280.png,1185,549
w/l,65,127,73,21,280.png,1185,549
player,116,167,65,17,280.png,1185,549
class,69,161,39,39,280.png,1185,549
player,116,205,70,17,280.png,1185,549
class,69,199,39,39,280.png,1185,549
player,116,245,82,17,280.png,1185,549
class,69,239,39,39,280.png,1185,549
player,116,285,125,17,280.png,1185,549
class,69,279,39,39,280.png,1185,549
w/l,65,326,69,18,280.png,1185,549
player,116,365,78,19,280.png,1185,549
class,69,359,39,39,280.png,1185,549
player,116,405,48,16,280.png,1185,549
class,69,399,39,39,280.png,1185,549
player,116,444,76,17,280.png,1185,549
class,69,438,39,39,280.png,1185,549
