label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,16,16,162,48,291.png,1180,551
w/l,59,128,73,21,291.png,1180,551
player,109,165,85,20,291.png,1180,551
class,62,159,39,39,291.png,1180,551
player,109,208,120,16,291.png,1180,551
class,62,202,39,39,291.png,1180,551
player,109,246,130,20,291.png,1180,551
class,62,240,39,39,291.png,1180,551
player,108,286,88,20,291.png,1180,551
class,61,280,39,39,291.png,1180,551
player,108,326,76,17,291.png,1180,551
class,61,320,39,39,291.png,1180,551
w/l,59,366,69,18,291.png,1180,551
player,109,405,111,17,291.png,1180,551
class,62,399,39,39,291.png,1180,551
player,109,445,92,20,291.png,1180,551
class,62,439,39,39,291.png,1180,551
