label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,24,25,126,34,5.png,969,580
w/l,55,111,64,20,5.png,969,580
player,95,141,43,18,5.png,969,580
class,57,136,32,32,5.png,969,580
player,95,174,78,16,5.png,969,580
class,57,169,32,32,5.png,969,580
player,95,206,67,17,5.png,969,580
class,57,201,32,32,5.png,969,580
player,96,237,119,20,5.png,969,580
class,58,232,32,32,5.png,969,580
player,95,270,60,18,5.png,969,580
class,57,265,32,32,5.png,969,580
w/l,55,303,60,17,5.png,969,580
player,95,334,66,16,5.png,969,580
class,57,329,32,32,5.png,969,580
player,96,365,116,17,5.png,969,580
class,58,360,32,32,5.png,969,580
player,95,397,76,18,5.png,969,580
class,57,392,32,32,5.png,969,580
player,96,429,33,16,5.png,969,580
class,58,424,32,32,5.png,969,580
player,95,461,83,17,5.png,969,580
class,57,456,32,32,5.png,969,580
player,96,493,98,17,5.png,969,580
class,58,488,32,32,5.png,969,580
