label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,17,15,111,30,89.png,825,358
w/l,45,91,56,16,89.png,825,358
player,80,115,75,17,89.png,825,358
class,47,111,27,27,89.png,825,358
player,80,143,47,16,89.png,825,358
class,47,139,27,27,89.png,825,358
player,80,171,39,17,89.png,825,358
class,47,167,27,27,89.png,825,358
player,80,198,81,17,89.png,825,358
class,47,194,27,27,89.png,825,358
player,79,227,80,14,89.png,825,358
class,46,223,27,27,89.png,825,358
w/l,45,256,52,15,89.png,825,358
player,79,281,58,16,89.png,825,358
class,46,277,27,27,89.png,825,358
