label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,24,16,164,49,12.png,1195,561
w/l,68,129,73,21,12.png,1195,561
player,119,168,131,18,12.png,1195,561
class,72,162,39,39,12.png,1195,561
player,119,207,132,20,12.png,1195,561
class,72,201,39,39,12.png,1195,561
player,119,247,146,20,12.png,1195,561
class,72,241,39,39,12.png,1195,561
player,119,288,71,16,12.png,1195,561
class,72,282,39,39,12.png,1195,561
player,118,327,44,17,12.png,1195,561
class,71,321,39,39,12.png,1195,561
w/l,68,367,69,18,12.png,1195,561
player,119,406,116,17,12.png,1195,561
class,72,400,39,39,12.png,1195,561
player,119,447,71,16,12.png,1195,561
class,72,441,39,39,12.png,1195,561
