label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,16,14,109,30,39.png,822,437
w/l,42,89,57,18,39.png,822,437
player,77,115,70,17,39.png,822,437
class,45,111,27,27,39.png,822,437
player,77,142,65,17,39.png,822,437
class,45,138,27,27,39.png,822,437
player,77,170,103,17,39.png,822,437
class,45,166,27,27,39.png,822,437
player,77,197,58,16,39.png,822,437
class,45,193,27,27,39.png,822,437
player,77,225,107,17,39.png,822,437
class,45,221,27,27,39.png,822,437
w/l,43,254,52,15,39.png,822,437
player,77,280,54,16,39.png,822,437
class,45,276,27,27,39.png,822,437
player,77,308,39,15,39.png,822,437
class,45,304,27,27,39.png,822,437
player,77,335,101,16,39.png,822,437
class,45,331,27,27,39.png,822,437
player,78,364,72,13,39.png,822,437
class,46,360,27,27,39.png,822,437
