label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,17,18,164,49,81.png,1190,714
w/l,61,131,73,21,81.png,1190,714
player,112,170,39,18,81.png,1190,714
class,65,164,39,39,81.png,1190,714
player,112,211,61,16,81.png,1190,714
class,65,205,39,39,81.png,1190,714
player,112,250,131,17,81.png,1190,714
class,65,244,39,39,81.png,1190,714
player,112,289,85,20,81.png,1190,714
class,65,283,39,39,81.png,1190,714
player,112,329,69,18,81.png,1190,714
class,65,323,39,39,81.png,1190,714
player,111,369,112,17,81.png,1190,714
class,64,363,39,39,81.png,1190,714
w/l,61,410,69,18,81.png,1190,714
player,112,448,88,19,81.png,1190,714
class,65,442,39,39,81.png,1190,714
player,112,488,62,18,81.png,1190,714
class,65,482,39,39,81.png,1190,714
player,112,529,75,16,81.png,1190,714
class,65,523,39,39,81.png,1190,714
player,112,568,45,19,81.png,1190,714
class,65,562,39,39,81.png,1190,714
player,112,607,45,17,81.png,1190,714
class,65,601,39,39,81.png,1190,714
