label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,30,24,165,45,271.png,1272,636
w/l,69,139,77,21,271.png,1272,636
player,124,180,96,21,271.png,1272,636
class,74,174,42,42,271.png,1272,636
player,123,223,139,20,271.png,1272,636
class,73,217,42,42,271.png,1272,636
player,123,266,150,20,271.png,1272,636
class,73,260,42,42,271.png,1272,636
player,123,309,80,18,271.png,1272,636
class,73,303,42,42,271.png,1272,636
player,123,350,108,19,271.png,1272,636
class,73,344,42,42,271.png,1272,636
w/l,69,395,73,18,271.png,1272,636
player,123,436,82,21,271.png,1272,636
class,73,430,42,42,271.png,1272,636
player,124,478,67,18,271.png,1272,636
class,74,472,42,42,271.png,1272,636
player,123,522,119,17,271.png,1272,636
class,73,516,42,42,271.png,1272,636
