label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,17,21,158,43,120.png,1183,471
w/l,57,129,73,21,120.png,1183,471
player,107,167,68,21,120.png,1183,471
class,60,161,39,39,120.png,1183,471
player,107,208,74,17,120.png,1183,471
class,60,202,39,39,120.png,1183,471
player,106,247,90,17,120.png,1183,471
class,59,241,39,39,120.png,1183,471
player,107,288,121,16,120.png,1183,471
class,60,282,39,39,120.png,1183,471
w/l,57,327,69,18,120.png,1183,471
player,107,367,80,19,120.png,1183,471
class,60,361,39,39,120.png,1183,471
