label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,25,23,155,44,239.png,1205,607
w/l,59,134,75,21,239.png,1205,607
player,112,174,92,20,239.png,1205,607
class,64,168,40,40,239.png,1205,607
player,111,215,134,20,239.png,1205,607
class,63,209,40,40,239.png,1205,607
player,111,255,77,18,239.png,1205,607
class,63,249,40,40,239.png,1205,607
player,111,296,143,19,239.png,1205,607
class,63,290,40,40,239.png,1205,607
player,111,337,104,18,239.png,1205,607
class,63,331,40,40,239.png,1205,607
w/l,59,379,71,18,239.png,1205,607
player,110,419,65,20,239.png,1205,607
class,62,413,40,40,239.png,1205,607
player,111,460,57,17,239.png,1205,607
class,63,454,40,40,239.png,1205,607
player,111,502,209,18,239.png,1205,607
class,63,496,40,40,239.png,1205,607
