label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,16,16,161,48,238.png,1175,586
w/l,59,128,72,21,238.png,1175,586
player,109,166,90,20,238.png,1175,586
class,62,160,39,39,238.png,1175,586
player,109,206,130,20,238.png,1175,586
class,62,200,39,39,238.png,1175,586
player,109,245,100,18,238.png,1175,586
class,62,239,39,39,238.png,1175,586
player,109,286,87,19,238.png,1175,586
class,62,280,39,39,238.png,1175,586
player,109,324,74,17,238.png,1175,586
class,62,318,39,39,238.png,1175,586
w/l,59,364,68,18,238.png,1175,586
player,109,404,64,16,238.png,1175,586
class,62,398,39,39,238.png,1175,586
player,109,442,59,17,238.png,1175,586
class,62,436,39,39,238.png,1175,586
player,109,483,90,18,238.png,1175,586
class,62,477,39,39,238.png,1175,586
