label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,23,24,169,45,196.png,1262,754
w/l,68,139,77,21,196.png,1262,754
player,122,179,78,19,196.png,1262,754
class,72,173,42,42,196.png,1262,754
player,122,222,60,17,196.png,1262,754
class,72,216,42,42,196.png,1262,754
player,122,264,106,20,196.png,1262,754
class,72,258,42,42,196.png,1262,754
player,122,306,110,18,196.png,1262,754
class,72,300,42,42,196.png,1262,754
player,121,349,42,17,196.png,1262,754
class,71,343,42,42,196.png,1262,754
player,122,391,134,17,196.png,1262,754
class,72,385,42,42,196.png,1262,754
w/l,68,434,73,18,196.png,1262,754
player,122,475,108,20,196.png,1262,754
class,72,469,42,42,196.png,1262,754
player,122,517,54,19,196.png,1262,754
class,72,511,42,42,196.png,1262,754
player,122,560,40,19,196.png,1262,754
class,72,554,42,42,196.png,1262,754
player,122,602,76,18,196.png,1262,754
class,72,596,42,42,196.png,1262,754
player,122,644,72,17,196.png,1262,754
class,72,638,42,42,196.png,1262,754
