label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,21,18,164,49,114.png,1189,635
w/l,65,131,73,21,114.png,1189,635
player,116,170,79,20,114.png,1189,635
class,69,164,39,39,114.png,1189,635
player,116,211,71,19,114.png,1189,635
class,69,205,39,39,114.png,1189,635
player,116,249,117,20,114.png,1189,635
class,69,243,39,39,114.png,1189,635
player,116,289,64,17,114.png,1189,635
class,69,283,39,39,114.png,1189,635
player,115,329,121,20,114.png,1189,635
class,68,323,39,39,114.png,1189,635
w/l,65,370,69,18,114.png,1189,635
player,116,408,61,18,114.png,1189,635
class,69,402,39,39,114.png,1189,635
player,116,448,44,18,114.png,1189,635
class,69,442,39,39,114.png,1189,635
player,117,488,116,18,114.png,1189,635
class,70,482,39,39,114.png,1189,635
player,117,528,94,16,114.png,1189,635
class,70,522,39,39,114.png,1189,635
