label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,18,18,121,34,153.png,941,567
w/l,43,104,65,21,153.png,941,567
player,84,132,63,20,153.png,941,567
class,47,128,31,31,153.png,941,567
player,84,166,102,18,153.png,941,567
class,47,162,31,31,153.png,941,567
player,84,198,58,17,153.png,941,567
class,47,194,31,31,153.png,941,567
player,84,229,46,17,153.png,941,567
class,47,225,31,31,153.png,941,567
player,84,261,99,17,153.png,941,567
class,47,257,31,31,153.png,941,567
w/l,44,294,59,17,153.png,941,567
player,84,325,63,17,153.png,941,567
class,47,321,31,31,153.png,941,567
player,85,356,55,16,153.png,941,567
class,48,352,31,31,153.png,941,567
player,85,387,107,20,153.png,941,567
class,48,383,31,31,153.png,941,567
player,85,420,83,19,153.png,941,567
class,48,416,31,31,153.png,941,567
player,84,451,94,19,153.png,941,567
class,47,447,31,31,153.png,941,567
player,85,483,98,17,153.png,941,567
class,48,479,31,31,153.png,941,567
