label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,27,19,154,42,275.png,1177,626
w/l,62,125,73,21,275.png,1177,626
player,113,164,120,18,275.png,1177,626
class,66,158,39,39,275.png,1177,626
player,113,204,91,20,275.png,1177,626
class,66,198,39,39,275.png,1177,626
player,113,243,130,20,275.png,1177,626
class,66,237,39,39,275.png,1177,626
player,113,284,87,19,275.png,1177,626
class,66,278,39,39,275.png,1177,626
player,112,323,76,18,275.png,1177,626
class,65,317,39,39,275.png,1177,626
w/l,62,364,69,18,275.png,1177,626
player,113,402,62,20,275.png,1177,626
class,66,396,39,39,275.png,1177,626
player,113,442,63,20,275.png,1177,626
class,66,436,39,39,275.png,1177,626
player,113,482,43,19,275.png,1177,626
class,66,476,39,39,275.png,1177,626
player,113,523,112,16,275.png,1177,626
class,66,517,39,39,275.png,1177,626
