label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,26,22,159,43,143.png,1195,715
w/l,67,130,73,21,143.png,1195,715
player,118,168,71,18,143.png,1195,715
class,71,162,39,39,143.png,1195,715
player,118,209,39,16,143.png,1195,715
class,71,203,39,39,143.png,1195,715
player,118,248,43,20,143.png,1195,715
class,71,242,39,39,143.png,1195,715
player,118,287,80,17,143.png,1195,715
class,71,281,39,39,143.png,1195,715
player,117,328,93,19,143.png,1195,715
class,70,322,39,39,143.png,1195,715
player,118,367,111,17,143.png,1195,715
class,71,361,39,39,143.png,1195,715
w/l,67,408,69,18,143.png,1195,715
player,118,446,88,20,143.png,1195,715
class,71,440,39,39,143.png,1195,715
player,118,486,61,18,143.png,1195,715
class,71,480,39,39,143.png,1195,715
player,119,526,105,20,143.png,1195,715
class,72,520,39,39,143.png,1195,715
player,118,567,75,17,143.png,1195,715
class,71,561,39,39,143.png,1195,715
player,118,606,35,16,143.png,1195,715
class,71,600,39,39,143.png,1195,715
