label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,15,19,111,30,145.png,824,473
w/l,43,94,56,18,145.png,824,473
player,77,119,95,19,145.png,824,473
class,45,115,27,27,145.png,824,473
player,77,148,36,15,145.png,824,473
class,45,144,27,27,145.png,824,473
player,77,176,62,16,145.png,824,473
class,45,172,27,27,145.png,824,473
player,77,203,82,16,145.png,824,473
class,45,199,27,27,145.png,824,473
player,77,230,51,16,145.png,824,473
class,45,226,27,27,145.png,824,473
player,78,258,70,14,145.png,824,473
class,46,254,27,27,145.png,824,473
w/l,43,287,52,16,145.png,824,473
player,77,313,74,16,145.png,824,473
class,45,309,27,27,145.png,824,473
player,77,340,69,18,145.png,824,473
class,45,336,27,27,145.png,824,473
player,77,368,113,17,145.png,824,473
class,45,364,27,27,145.png,824,473
player,77,396,99,16,145.png,824,473
class,45,392,27,27,145.png,824,473
