label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,17,20,162,48,207.png,1165,621
w/l,62,132,72,20,207.png,1165,621
player,111,168,52,19,207.png,1165,621
class,65,162,38,38,207.png,1165,621
player,111,208,119,19,207.png,1165,621
class,65,202,38,38,207.png,1165,621
player,111,247,59,17,207.png,1165,621
class,65,241,38,38,207.png,1165,621
player,111,287,76,18,207.png,1165,621
class,65,281,38,38,207.png,1165,621
player,110,325,63,20,207.png,1165,621
class,64,319,38,38,207.png,1165,621
player,112,365,92,19,207.png,1165,621
class,66,359,38,38,207.png,1165,621
w/l,62,405,68,18,207.png,1165,621
player,110,442,105,18,207.png,1165,621
class,64,436,38,38,207.png,1165,621
player,110,482,73,20,207.png,1165,621
class,64,476,38,38,207.png,1165,621
player,111,522,94,16,207.png,1165,621
class,65,516,38,38,207.png,1165,621
