label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,26,12,159,45,282.png,1188,710
w/l,64,123,73,21,282.png,1188,710
player,115,161,121,20,282.png,1188,710
class,68,155,39,39,282.png,1188,710
player,115,201,43,20,282.png,1188,710
class,68,195,39,39,282.png,1188,710
player,115,242,53,19,282.png,1188,710
class,68,236,39,39,282.png,1188,710
player,115,280,73,17,282.png,1188,710
class,68,274,39,39,282.png,1188,710
player,115,321,65,17,282.png,1188,710
class,68,315,39,39,282.png,1188,710
w/l,64,361,69,18,282.png,1188,710
player,115,400,106,17,282.png,1188,710
class,68,394,39,39,282.png,1188,710
player,115,439,74,20,282.png,1188,710
class,68,433,39,39,282.png,1188,710
player,115,479,47,20,282.png,1188,710
class,68,473,39,39,282.png,1188,710
player,115,519,69,17,282.png,1188,710
class,68,513,39,39,282.png,1188,710
player,115,559,83,17,282.png,1188,710
class,68,553,39,39,282.png,1188,710
player,116,599,86,16,282.png,1188,710
class,69,593,39,39,282.png,1188,710
