label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,23,22,158,43,57.png,1190,475
w/l,63,130,73,21,57.png,1190,475
player,113,169,77,19,57.png,1190,475
class,66,163,39,39,57.png,1190,475
player,113,207,132,21,57.png,1190,475
class,66,201,39,39,57.png,1190,475
player,112,248,73,17,57.png,1190,475
class,65,242,39,39,57.png,1190,475
player,113,289,142,16,57.png,1190,475
class,66,283,39,39,57.png,1190,475
w/l,63,328,69,18,57.png,1190,475
player,113,367,86,20,57.png,1190,475
class,66,361,39,39,57.png,1190,475
