label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,25,20,150,42,210.png,1171,508
w/l,58,125,72,21,210.png,1171,508
player,108,164,119,19,210.png,1171,508
class,62,158,39,39,210.png,1171,508
player,108,203,90,20,210.png,1171,508
class,62,197,39,39,210.png,1171,508
player,108,243,130,20,210.png,1171,508
class,62,237,39,39,210.png,1171,508
player,108,282,74,17,210.png,1171,508
class,62,276,39,39,210.png,1171,508
w/l,58,322,68,18,210.png,1171,508
player,108,361,59,18,210.png,1171,508
class,62,355,39,39,210.png,1171,508
player,108,400,90,19,210.png,1171,508
class,62,394,39,39,210.png,1171,508
