label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,23,171,46,245.png,1270,505
w/l,65,139,77,21,245.png,1270,505
player,119,179,83,21,245.png,1270,505
class,69,173,42,42,245.png,1270,505
player,119,223,54,17,245.png,1270,505
class,69,217,42,42,245.png,1270,505
player,119,266,89,17,245.png,1270,505
class,69,260,42,42,245.png,1270,505
player,120,309,211,19,245.png,1270,505
class,70,303,42,42,245.png,1270,505
w/l,65,352,73,18,245.png,1270,505
player,120,394,116,20,245.png,1270,505
class,70,388,42,42,245.png,1270,505
