label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,21,24,155,42,319.png,1150,690
w/l,61,130,71,20,319.png,1150,690
player,110,166,115,18,319.png,1150,690
class,64,160,38,38,319.png,1150,690
player,110,206,40,16,319.png,1150,690
class,64,200,38,38,319.png,1150,690
player,110,244,42,16,319.png,1150,690
class,64,238,38,38,319.png,1150,690
player,110,283,84,17,319.png,1150,690
class,64,277,38,38,319.png,1150,690
player,110,321,94,18,319.png,1150,690
class,64,315,38,38,319.png,1150,690
w/l,61,361,67,17,319.png,1150,690
player,109,399,143,17,319.png,1150,690
class,63,393,38,38,319.png,1150,690
player,110,437,47,18,319.png,1150,690
class,64,431,38,38,319.png,1150,690
player,110,476,130,19,319.png,1150,690
class,64,470,38,38,319.png,1150,690
player,110,513,71,19,319.png,1150,690
class,64,507,38,38,319.png,1150,690
player,110,553,65,16,319.png,1150,690
class,64,547,38,38,319.png,1150,690
player,110,591,105,18,319.png,1150,690
class,64,585,38,38,319.png,1150,690
