label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,19,22,155,42,158.png,1145,452
w/l,59,128,77,23,158.png,1145,452
player,108,165,46,20,158.png,1145,452
class,63,159,38,38,158.png,1145,452
player,108,204,101,21,158.png,1145,452
class,63,198,38,38,158.png,1145,452
player,108,242,61,22,158.png,1145,452
class,63,236,38,38,158.png,1145,452
player,109,282,100,18,158.png,1145,452
class,64,276,38,38,158.png,1145,452
w/l,59,322,72,19,158.png,1145,452
player,108,358,138,23,158.png,1145,452
class,63,352,38,38,158.png,1145,452
