label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,18,159,46,77.png,1172,471
w/l,60,128,72,21,77.png,1172,471
player,110,166,47,20,77.png,1172,471
class,64,160,39,39,77.png,1172,471
player,110,206,48,17,77.png,1172,471
class,64,200,39,39,77.png,1172,471
player,110,245,88,20,77.png,1172,471
class,64,239,39,39,77.png,1172,471
player,110,286,112,18,77.png,1172,471
class,64,280,39,39,77.png,1172,471
w/l,60,325,68,18,77.png,1172,471
player,110,364,34,16,77.png,1172,471
class,64,358,39,39,77.png,1172,471
