label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,18,16,111,30,112.png,826,333
w/l,46,91,56,18,112.png,826,333
player,80,116,51,17,112.png,826,333
class,47,112,27,27,112.png,826,333
player,80,145,61,15,112.png,826,333
class,47,141,27,27,112.png,826,333
player,80,172,41,16,112.png,826,333
class,47,168,27,27,112.png,826,333
player,81,200,66,14,112.png,826,333
class,48,196,27,27,112.png,826,333
w/l,46,229,52,15,112.png,826,333
player,80,254,52,16,112.png,826,333
class,47,250,27,27,112.png,826,333
