label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,14,15,161,48,303.png,1173,510
w/l,56,129,78,23,303.png,1173,510
player,107,167,68,20,303.png,1173,510
class,61,161,39,39,303.png,1173,510
player,107,206,118,20,303.png,1173,510
class,61,200,39,39,303.png,1173,510
player,107,245,148,22,303.png,1173,510
class,61,239,39,39,303.png,1173,510
player,108,286,106,18,303.png,1173,510
class,62,280,39,39,303.png,1173,510
w/l,56,326,73,19,303.png,1173,510
player,107,364,120,23,303.png,1173,510
class,61,358,39,39,303.png,1173,510
player,107,403,78,20,303.png,1173,510
class,61,397,39,39,303.png,1173,510
