label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,25,24,156,43,206.png,1178,709
w/l,62,131,73,21,206.png,1178,709
player,113,169,80,20,206.png,1178,709
class,66,163,39,39,206.png,1178,709
player,113,209,48,17,206.png,1178,709
class,66,203,39,39,206.png,1178,709
player,113,249,63,18,206.png,1178,709
class,66,243,39,39,206.png,1178,709
player,113,289,58,16,206.png,1178,709
class,66,283,39,39,206.png,1178,709
player,113,329,94,17,206.png,1178,709
class,66,323,39,39,206.png,1178,709
w/l,62,369,69,18,206.png,1178,709
player,112,408,78,20,206.png,1178,709
class,65,402,39,39,206.png,1178,709
player,113,447,35,19,206.png,1178,709
class,66,441,39,39,206.png,1178,709
player,113,487,61,20,206.png,1178,709
class,66,481,39,39,206.png,1178,709
player,113,528,45,16,206.png,1178,709
class,66,522,39,39,206.png,1178,709
player,113,568,43,19,206.png,1178,709
class,66,562,39,39,206.png,1178,709
player,113,607,76,16,206.png,1178,709
class,66,601,39,39,206.png,1178,709
