label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,16,13,166,50,226.png,1206,724
w/l,60,129,75,21,226.png,1206,724
player,112,169,82,20,226.png,1206,724
class,64,163,40,40,226.png,1206,724
player,112,210,50,17,226.png,1206,724
class,64,204,40,40,226.png,1206,724
player,112,251,41,18,226.png,1206,724
class,64,245,40,40,226.png,1206,724
player,112,292,82,17,226.png,1206,724
class,64,286,40,40,226.png,1206,724
player,111,333,91,19,226.png,1206,724
class,63,327,40,40,226.png,1206,724
w/l,60,375,71,18,226.png,1206,724
player,113,416,37,16,226.png,1206,724
class,65,410,40,40,226.png,1206,724
player,112,457,64,19,226.png,1206,724
class,64,451,40,40,226.png,1206,724
player,112,497,41,17,226.png,1206,724
class,64,491,40,40,226.png,1206,724
player,112,537,42,20,226.png,1206,724
class,64,531,40,40,226.png,1206,724
player,112,578,49,20,226.png,1206,724
class,64,572,40,40,226.png,1206,724
player,113,620,110,18,226.png,1206,724
class,65,614,40,40,226.png,1206,724
