label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,20,18,163,49,150.png,1192,718
w/l,63,130,73,21,150.png,1192,718
player,113,169,45,20,150.png,1192,718
class,66,163,39,39,150.png,1192,718
player,114,209,49,17,150.png,1192,718
class,67,203,39,39,150.png,1192,718
player,114,249,82,17,150.png,1192,718
class,67,243,39,39,150.png,1192,718
player,114,287,96,21,150.png,1192,718
class,67,281,39,39,150.png,1192,718
player,114,328,151,20,150.png,1192,718
class,67,322,39,39,150.png,1192,718
w/l,63,369,69,18,150.png,1192,718
player,113,408,92,18,150.png,1192,718
class,66,402,39,39,150.png,1192,718
player,114,447,70,18,150.png,1192,718
class,67,441,39,39,150.png,1192,718
player,114,487,73,17,150.png,1192,718
class,67,481,39,39,150.png,1192,718
player,114,527,55,19,150.png,1192,718
class,67,521,39,39,150.png,1192,718
player,114,566,41,20,150.png,1192,718
class,67,560,39,39,150.png,1192,718
player,114,607,92,18,150.png,1192,718
class,67,601,39,39,150.png,1192,718
