label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,16,15,117,32,236.png,890,531
w/l,45,95,55,17,236.png,890,531
player,83,123,69,17,236.png,890,531
class,48,119,29,29,236.png,890,531
player,82,153,100,17,236.png,890,531
class,47,149,29,29,236.png,890,531
player,82,183,78,16,236.png,890,531
class,47,179,29,29,236.png,890,531
player,82,214,68,16,236.png,890,531
class,47,210,29,29,236.png,890,531
player,82,243,58,16,236.png,890,531
class,47,239,29,29,236.png,890,531
w/l,45,275,52,15,236.png,890,531
player,82,304,118,16,236.png,890,531
class,47,300,29,29,236.png,890,531
player,82,334,47,15,236.png,890,531
class,47,330,29,29,236.png,890,531
player,82,364,50,15,236.png,890,531
class,47,360,29,29,236.png,890,531
player,83,394,92,16,236.png,890,531
class,48,390,29,29,236.png,890,531
player,82,424,35,16,236.png,890,531
class,47,420,29,29,236.png,890,531
player,83,454,52,14,236.png,890,531
class,48,450,29,29,236.png,890,531
