label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,22,23,154,42,274.png,1181,670
w/l,57,129,73,21,274.png,1181,670
player,108,168,91,20,274.png,1181,670
class,61,162,39,39,274.png,1181,670
player,107,209,121,16,274.png,1181,670
class,60,203,39,39,274.png,1181,670
player,108,248,130,20,274.png,1181,670
class,61,242,39,39,274.png,1181,670
player,107,288,88,19,274.png,1181,670
class,60,282,39,39,274.png,1181,670
player,108,327,75,18,274.png,1181,670
class,61,321,39,39,274.png,1181,670
w/l,57,368,69,18,274.png,1181,670
player,107,407,61,17,274.png,1181,670
class,60,401,39,39,274.png,1181,670
player,108,446,120,20,274.png,1181,670
class,61,440,39,39,274.png,1181,670
player,108,486,41,20,274.png,1181,670
class,61,480,39,39,274.png,1181,670
player,108,527,43,18,274.png,1181,670
class,61,521,39,39,274.png,1181,670
player,108,566,114,16,274.png,1181,670
class,61,560,39,39,274.png,1181,670
