label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,34,27,92,23,68.png,1175,669
w/l,56,128,73,22,68.png,1175,669
player,107,168,52,18,68.png,1175,669
class,60,162,39,39,68.png,1175,669
player,107,208,51,16,68.png,1175,669
class,60,202,39,39,68.png,1175,669
player,107,247,80,17,68.png,1175,669
class,60,241,39,39,68.png,1175,669
player,107,287,104,19,68.png,1175,669
class,60,281,39,39,68.png,1175,669
w/l,56,327,69,18,68.png,1175,669
player,107,366,50,17,68.png,1175,669
class,60,360,39,39,68.png,1175,669
player,107,407,28,16,68.png,1175,669
class,60,401,39,39,68.png,1175,669
player,107,444,83,19,68.png,1175,669
class,60,438,39,39,68.png,1175,669
player,107,484,71,19,68.png,1175,669
class,60,478,39,39,68.png,1175,669
player,107,525,136,19,68.png,1175,669
class,60,519,39,39,68.png,1175,669
player,107,564,77,17,68.png,1175,669
class,60,558,39,39,68.png,1175,669
