label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,14,14,160,47,252.png,1171,467
w/l,55,127,79,23,252.png,1171,467
player,106,164,75,22,252.png,1171,467
class,60,158,39,39,252.png,1171,467
player,106,205,106,21,252.png,1171,467
class,60,199,39,39,252.png,1171,467
player,106,244,62,19,252.png,1171,467
class,60,238,39,39,252.png,1171,467
player,106,284,109,18,252.png,1171,467
class,60,278,39,39,252.png,1171,467
w/l,55,324,74,19,252.png,1171,467
player,106,361,116,20,252.png,1171,467
class,60,355,39,39,252.png,1171,467
