label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,19,24,172,51,295.png,1257,588
w/l,66,145,84,24,295.png,1257,588
player,120,185,117,24,295.png,1257,588
class,70,179,41,41,295.png,1257,588
player,120,227,157,21,295.png,1257,588
class,70,221,41,41,295.png,1257,588
player,120,270,186,24,295.png,1257,588
class,70,264,41,41,295.png,1257,588
player,120,312,97,21,295.png,1257,588
class,70,306,41,41,295.png,1257,588
player,120,354,135,21,295.png,1257,588
class,70,348,41,41,295.png,1257,588
w/l,67,398,77,20,295.png,1257,588
player,119,438,73,21,295.png,1257,588
class,69,432,41,41,295.png,1257,588
player,120,480,129,20,295.png,1257,588
class,70,474,41,41,295.png,1257,588
