label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,36,29,82,23,322.png,1165,704
w/l,59,131,78,23,322.png,1165,704
player,109,169,82,19,322.png,1165,704
class,63,163,38,38,322.png,1165,704
player,109,208,79,21,322.png,1165,704
class,63,202,38,38,322.png,1165,704
player,108,245,154,24,322.png,1165,704
class,62,239,38,38,322.png,1165,704
player,109,286,137,21,322.png,1165,704
class,63,280,38,38,322.png,1165,704
player,107,321,105,25,322.png,1165,704
class,61,315,38,38,322.png,1165,704
player,108,365,124,22,322.png,1165,704
class,62,359,38,38,322.png,1165,704
w/l,58,405,74,20,322.png,1165,704
player,109,443,113,21,322.png,1165,704
class,63,437,38,38,322.png,1165,704
player,109,482,76,19,322.png,1165,704
class,63,476,38,38,322.png,1165,704
player,109,520,92,21,322.png,1165,704
class,63,514,38,38,322.png,1165,704
player,109,556,134,26,322.png,1165,704
class,63,550,38,38,322.png,1165,704
player,109,599,98,22,322.png,1165,704
class,63,593,38,38,322.png,1165,704
