label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,24,27,169,45,288.png,1264,593
w/l,69,142,77,21,288.png,1264,593
player,123,182,128,21,288.png,1264,593
class,73,176,42,42,288.png,1264,593
player,124,226,37,16,288.png,1264,593
class,74,220,42,42,288.png,1264,593
player,122,268,73,17,288.png,1264,593
class,72,262,42,42,288.png,1264,593
player,122,310,79,17,288.png,1264,593
class,72,304,42,42,288.png,1264,593
player,124,352,127,20,288.png,1264,593
class,74,346,42,42,288.png,1264,593
player,124,394,122,17,288.png,1264,593
class,74,388,42,42,288.png,1264,593
w/l,69,437,73,18,288.png,1264,593
player,123,478,119,17,288.png,1264,593
class,73,472,42,42,288.png,1264,593
