label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,30,28,163,46,240.png,1264,768
w/l,68,143,77,21,240.png,1264,768
player,122,183,47,19,240.png,1264,768
class,72,177,42,42,240.png,1264,768
player,122,226,52,17,240.png,1264,768
class,72,220,42,42,240.png,1264,768
player,122,267,119,18,240.png,1264,768
class,72,261,42,42,240.png,1264,768
player,122,310,66,17,240.png,1264,768
class,72,304,42,42,240.png,1264,768
player,122,352,58,18,240.png,1264,768
class,72,346,42,42,240.png,1264,768
w/l,68,396,73,18,240.png,1264,768
player,122,438,69,19,240.png,1264,768
class,72,432,42,42,240.png,1264,768
player,122,480,68,19,240.png,1264,768
class,72,474,42,42,240.png,1264,768
player,123,521,73,18,240.png,1264,768
class,73,515,42,42,240.png,1264,768
player,122,564,51,17,240.png,1264,768
class,72,558,42,42,240.png,1264,768
player,122,606,85,20,240.png,1264,768
class,72,600,42,42,240.png,1264,768
player,122,648,109,17,240.png,1264,768
class,72,642,42,42,240.png,1264,768
