label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,36,23,94,30,166.png,1180,705
w/l,59,126,73,21,166.png,1180,705
player,109,163,57,20,166.png,1180,705
class,62,157,39,39,166.png,1180,705
player,110,206,136,21,166.png,1180,705
class,63,200,39,39,166.png,1180,705
player,110,240,146,29,166.png,1180,705
class,63,234,39,39,166.png,1180,705
player,111,278,107,25,166.png,1180,705
class,64,272,39,39,166.png,1180,705
player,109,323,50,21,166.png,1180,705
class,62,317,39,39,166.png,1180,705
player,111,358,190,27,166.png,1180,705
class,64,352,39,39,166.png,1180,705
w/l,58,404,71,20,166.png,1180,705
player,110,443,34,17,166.png,1180,705
class,63,437,39,39,166.png,1180,705
player,110,484,34,16,166.png,1180,705
class,63,478,39,39,166.png,1180,705
player,108,524,70,19,166.png,1180,705
class,61,518,39,39,166.png,1180,705
player,108,561,83,20,166.png,1180,705
class,61,555,39,39,166.png,1180,705
player,110,601,66,23,166.png,1180,705
class,63,595,39,39,166.png,1180,705
