label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
v/d,26,24,159,43,304.png,1194,719
w/l,67,132,73,21,304.png,1194,719
player,118,170,91,18,304.png,1194,719
class,71,164,39,39,304.png,1194,719
player,118,210,70,17,304.png,1194,719
class,71,204,39,39,304.png,1194,719
player,118,250,47,20,304.png,1194,719
class,71,244,39,39,304.png,1194,719
player,118,289,18,17,304.png,1194,719
class,71,283,39,39,304.png,1194,719
player,118,330,64,19,304.png,1194,719
class,71,324,39,39,304.png,1194,719
player,118,369,217,19,304.png,1194,719
class,71,363,39,39,304.png,1194,719
w/l,67,410,69,18,304.png,1194,719
player,118,448,109,17,304.png,1194,719
class,71,442,39,39,304.png,1194,719
player,118,488,80,20,304.png,1194,719
class,71,482,39,39,304.png,1194,719
player,118,528,38,18,304.png,1194,719
class,71,522,39,39,304.png,1194,719
player,118,568,112,18,304.png,1194,719
class,71,562,39,39,304.png,1194,719
player,118,608,39,16,304.png,1194,719
class,71,602,39,39,304.png,1194,719
